scientific_name,category,year_published,url,assessment_id
Euryceros prevostii,EN,2018,https://www.iucnredlist.org/species/22708058/131736320,131736320
Graminicola bengalensis,NT,2018,https://www.iucnredlist.org/species/103870362/131741770,131741770
Mirafra williamsi,LC,2018,https://www.iucnredlist.org/species/22717028/131748247,131748247
Pavo muticus,EN,2018,https://www.iucnredlist.org/species/22679440/131749282,131749282
Egretta sacra,LC,2018,https://www.iucnredlist.org/species/22696980/131759460,131759460
Henicorhina negreti,VU,2018,https://www.iucnredlist.org/species/22733110/131790182,131790182
Chaetura pelagica,VU,2018,https://www.iucnredlist.org/species/22686709/131792415,131792415
Tympanuchus pallidicinctus,VU,2018,https://www.iucnredlist.org/species/22679519/131795740,131795740
Zosterops ficedulinus,EN,2018,https://www.iucnredlist.org/species/103890694/131796574,131796574
Prinia familiaris,NT,2018,https://www.iucnredlist.org/species/22713598/131851023,131851023
Pampusana sanctaecrucis,EN,2018,https://www.iucnredlist.org/species/22691047/131854908,131854908
Grallaria fenwickorum,CR,2018,https://www.iucnredlist.org/species/22736345/131861216,131861216
Pternistis atrifrons,EN,2018,https://www.iucnredlist.org/species/22728235/131864114,131864114
Anorrhinus austeni,NT,2018,https://www.iucnredlist.org/species/22731941/131871758,131871758
Perdicula asiatica,LC,2018,https://www.iucnredlist.org/species/22678997/131873750,131873750
Syrmaticus reevesii,VU,2018,https://www.iucnredlist.org/species/22679346/131873938,131873938
Chrysolophus pictus,LC,2018,https://www.iucnredlist.org/species/22679355/131874282,131874282
Eolophus roseicapilla,LC,2018,https://www.iucnredlist.org/species/22684758/131874469,131874469
Agapornis canus,LC,2018,https://www.iucnredlist.org/species/22685326/131875130,131875130
Hypotaenidia torquata,LC,2018,https://www.iucnredlist.org/species/22692418/131875659,131875659
Pterocles orientalis,LC,2018,https://www.iucnredlist.org/species/22693002/131876252,131876252
Anarhynchus frontalis,VU,2018,https://www.iucnredlist.org/species/22693928/131876706,131876706
Aethia cristatella,LC,2020,https://www.iucnredlist.org/species/22694915/131877037,131877037
Eudyptes sclateri,EN,2020,https://www.iucnredlist.org/species/22697789/131879000,131879000
Pterodroma magentae,CR,2018,https://www.iucnredlist.org/species/22698049/131879320,131879320
Ficedula semitorquata,LC,2018,https://www.iucnredlist.org/species/22709319/131879858,131879858
Cichladusa guttata,LC,2018,https://www.iucnredlist.org/species/22709876/131880415,131880415
Saxicola insignis,VU,2018,https://www.iucnredlist.org/species/22710172/131880644,131880644
Myrmecocichla formicivora,LC,2018,https://www.iucnredlist.org/species/22710409/131881042,131881042
Pholia sharpii,LC,2018,https://www.iucnredlist.org/species/22710783/131881229,131881229
Phylloscopus intermedius,LC,2018,https://www.iucnredlist.org/species/22715430/131881607,131881607
Fulvetta vinipectus,LC,2018,https://www.iucnredlist.org/species/22716601/131881815,131881815
Ammomanes deserti,LC,2018,https://www.iucnredlist.org/species/22717254/131882001,131882001
Cinnyris venustus,LC,2018,https://www.iucnredlist.org/species/22717826/131882422,131882422
Cinnyris mariquensis,LC,2018,https://www.iucnredlist.org/species/22718003/131882840,131882840
Passer swainsonii,LC,2018,https://www.iucnredlist.org/species/22718237/131883133,131883133
Anthus campestris,LC,2018,https://www.iucnredlist.org/species/22718501/131883347,131883347
Sporopipes frontalis,LC,2018,https://www.iucnredlist.org/species/22718680/131884227,131884227
Ploceus intermedius,LC,2018,https://www.iucnredlist.org/species/22718783/131884515,131884515
Foudia madagascariensis,LC,2018,https://www.iucnredlist.org/species/22719132/131884843,131884843
Foudia sechellarum,NT,2018,https://www.iucnredlist.org/species/22719155/131885109,131885109
Lonchura malacca,LC,2018,https://www.iucnredlist.org/species/22719837/131885437,131885437
Crithagra citrinipectus,LC,2018,https://www.iucnredlist.org/species/22720176/131885702,131885702
Chloris sinica,LC,2018,https://www.iucnredlist.org/species/22720340/131885929,131885929
Leucosticte nemoricola,LC,2018,https://www.iucnredlist.org/species/22720467/131886215,131886215
Telespiza cantans,VU,2018,https://www.iucnredlist.org/species/22720728/131886478,131886478
Gubernatrix cristata,EN,2018,https://www.iucnredlist.org/species/22721578/131888081,131888081
Schistochlamys melanopis,LC,2018,https://www.iucnredlist.org/species/22722123/131888860,131888860
Phonipara canora,LC,2018,https://www.iucnredlist.org/species/22723595/131889418,131889418
Molothrus bonariensis,LC,2018,https://www.iucnredlist.org/species/22724345/131890003,131890003
Pterorhinus courtoisi,CR,2018,https://www.iucnredlist.org/species/22732350/131890764,131890764
Pterorhinus albogularis,LC,2018,https://www.iucnredlist.org/species/22735092/131891269,131891269
Zosterops somadikartai,NT,2018,https://www.iucnredlist.org/species/22736183/131891482,131891482
Myzomela rubrobrunnea,LC,2018,https://www.iucnredlist.org/species/103686589/131891778,131891778
Myiagra hebetior,VU,2018,https://www.iucnredlist.org/species/103711371/131891975,131891975
Euplectes laticauda,LC,2018,https://www.iucnredlist.org/species/103810956/131892223,131892223
Leucosticte atrata,EN,2018,https://www.iucnredlist.org/species/22720488/131900348,131900348
Casuarius casuarius,LC,2018,https://www.iucnredlist.org/species/22678108/131902050,131902050
Dromaius novaehollandiae,LC,2018,https://www.iucnredlist.org/species/22678117/131902466,131902466
Alectura lathami,LC,2018,https://www.iucnredlist.org/species/22678551/131902671,131902671
Francolinus francolinus,LC,2018,https://www.iucnredlist.org/species/22678719/131903818,131903818
Ortygornis pondicerianus,LC,2018,https://www.iucnredlist.org/species/22678728/131904182,131904182
Coturnix coturnix,LC,2018,https://www.iucnredlist.org/species/22678944/131904485,131904485
Gallus varius,LC,2018,https://www.iucnredlist.org/species/22679213/131905483,131905483
Chrysolophus amherstiae,LC,2018,https://www.iucnredlist.org/species/22679358/131905673,131905673
Dendrocygna arcuata,LC,2018,https://www.iucnredlist.org/species/22679753/131906867,131906867
Cygnus atratus,LC,2018,https://www.iucnredlist.org/species/22679843/131907524,131907524
Anser anser,LC,2018,https://www.iucnredlist.org/species/22679889/131907747,131907747
Anser indicus,LC,2018,https://www.iucnredlist.org/species/22679893/131908564,131908564
Branta canadensis,LC,2018,https://www.iucnredlist.org/species/22679935/131909406,131909406
Branta leucopsis,LC,2018,https://www.iucnredlist.org/species/22679943/131909954,131909954
Cereopsis novaehollandiae,LC,2018,https://www.iucnredlist.org/species/22679958/131910442,131910442
Alopochen aegyptiaca,LC,2018,https://www.iucnredlist.org/species/22679993/131910647,131910647
Cairina moschata,LC,2018,https://www.iucnredlist.org/species/22680061/131911211,131911211
Aix galericulata,LC,2018,https://www.iucnredlist.org/species/22680107/131911544,131911544
Ceyx websteri,VU,2018,https://www.iucnredlist.org/species/22683051/131912965,131912965
Chalcites lucidus,LC,2018,https://www.iucnredlist.org/species/22683973/131913272,131913272
Centropus ateralbus,LC,2018,https://www.iucnredlist.org/species/22684206/131913513,131913513
Eos bornea,LC,2018,https://www.iucnredlist.org/species/22684509/131914146,131914146
Cacatua leadbeateri,LC,2018,https://www.iucnredlist.org/species/22684767/131914793,131914793
Cacatua galerita,LC,2018,https://www.iucnredlist.org/species/22684781/131914971,131914971
Cacatua sanguinea,LC,2018,https://www.iucnredlist.org/species/22684813/131915837,131915837
Agapornis roseicollis,LC,2018,https://www.iucnredlist.org/species/22685342/131916302,131916302
Agapornis personatus,LC,2018,https://www.iucnredlist.org/species/22685352/131916793,131916793
Agapornis lilianae,NT,2018,https://www.iucnredlist.org/species/22685356/131916985,131916985
Ara ararauna,LC,2018,https://www.iucnredlist.org/species/22685539/131917270,131917270
Aratinga nenday,LC,2018,https://www.iucnredlist.org/species/22685752/131917909,131917909
Forpus passerinus,LC,2018,https://www.iucnredlist.org/species/22685926/131918149,131918149
Brotogeris versicolurus,LC,2018,https://www.iucnredlist.org/species/22685959/131918421,131918421
Amazona albifrons,LC,2018,https://www.iucnredlist.org/species/22686222/131918643,131918643
Amazona ochrocephala,LC,2018,https://www.iucnredlist.org/species/22686346/131919991,131919991
Amazona amazonica,LC,2018,https://www.iucnredlist.org/species/22686350/131920257,131920257
Apus caffer,LC,2018,https://www.iucnredlist.org/species/22686882/131921201,131921201
Chordeiles pusillus,LC,2018,https://www.iucnredlist.org/species/22689701/131923657,131923657
Columba palumbus,LC,2018,https://www.iucnredlist.org/species/22690103/131924602,131924602
Columba pallidiceps,VU,2018,https://www.iucnredlist.org/species/22690226/131925376,131925376
Chalcophaps stephani,LC,2018,https://www.iucnredlist.org/species/22690657/131925681,131925681
Henicophaps foersteri,VU,2018,https://www.iucnredlist.org/species/22690664/131925883,131925883
Ducula finschii,NT,2018,https://www.iucnredlist.org/species/22691729/131926698,131926698
Goura cristata,VU,2018,https://www.iucnredlist.org/species/22691865/131926965,131926965
Grus vipio,VU,2018,https://www.iucnredlist.org/species/22692073/131927305,131927305
Anthropoides virgo,LC,2018,https://www.iucnredlist.org/species/22692081/131927771,131927771
Gallirallus australis,VU,2018,https://www.iucnredlist.org/species/22692384/131928535,131928535
Hypotaenidia insignis,NT,2018,https://www.iucnredlist.org/species/22692421/131928979,131928979
Amaurornis isabellina,LC,2018,https://www.iucnredlist.org/species/22692624/131929256,131929256
Charadrius asiaticus,LC,2018,https://www.iucnredlist.org/species/22693868/131930637,131930637
Chlidonias albostriatus,EN,2022,https://www.iucnredlist.org/species/22694750/131931677,131931677
Alle alle,LC,2018,https://www.iucnredlist.org/species/22694837/131932114,131932114
Cerorhinca monocerata,LC,2018,https://www.iucnredlist.org/species/22694924/131933971,131933971
Henicopernis infuscatus,VU,2018,https://www.iucnredlist.org/species/22694980/131934259,131934259
Accipiter luteoschistaceus,VU,2018,https://www.iucnredlist.org/species/22695547/131936597,131936597
Buteogallus aequinoctialis,NT,2018,https://www.iucnredlist.org/species/22695808/131937283,131937283
Buteo albigula,LC,2018,https://www.iucnredlist.org/species/22695900/131937573,131937573
Falco femoralis,LC,2018,https://www.iucnredlist.org/species/22696450/131940332,131940332
Ardeola ralloides,LC,2018,https://www.iucnredlist.org/species/22697123/131940696,131940696
Cathartes aura,LC,2018,https://www.iucnredlist.org/species/22697627/131941613,131941613
Ciconia boyciana,EN,2018,https://www.iucnredlist.org/species/22697695/131942061,131942061
Gavia stellata,LC,2018,https://www.iucnredlist.org/species/22697829/131942584,131942584
Attila phoenicurus,LC,2018,https://www.iucnredlist.org/species/22700334/131943271,131943271
Grallaria gigantea,VU,2018,https://www.iucnredlist.org/species/22703240/131943698,131943698
Corvus monedula,LC,2018,https://www.iucnredlist.org/species/22705929/131943991,131943991
Corvus splendens,LC,2018,https://www.iucnredlist.org/species/22705938/131944731,131944731
Corvus moneduloides,LC,2018,https://www.iucnredlist.org/species/22705944/131945232,131945232
Corvus brachyrhynchos,LC,2018,https://www.iucnredlist.org/species/22705990/131945410,131945410
Gymnorhina tibicen,LC,2018,https://www.iucnredlist.org/species/22706288/131945700,131945700
Grallina cyanoleuca,LC,2018,https://www.iucnredlist.org/species/22707425/131945945,131945945
Chlorophoneus kupeensis,EN,2018,https://www.iucnredlist.org/species/22707678/131946198,131946198
Bombycilla japonica,NT,2018,https://www.iucnredlist.org/species/22708150/131946490,131946490
Cinclus cinclus,LC,2018,https://www.iucnredlist.org/species/22708156/131946814,131946814
Geokichla dohertyi,NT,2018,https://www.iucnredlist.org/species/22708361/131947428,131947428
Geokichla peronii,NT,2018,https://www.iucnredlist.org/species/22708370/131947707,131947707
Geokichla gurneyi,LC,2018,https://www.iucnredlist.org/species/22708426/131947992,131947992
Geokichla camaronensis,LC,2018,https://www.iucnredlist.org/species/22708443/131948214,131948214
Geokichla princei,LC,2018,https://www.iucnredlist.org/species/22708450/131948405,131948405
Catharus fuscater,LC,2018,https://www.iucnredlist.org/species/22708635/131948844,131948844
Catharus occidentalis,LC,2018,https://www.iucnredlist.org/species/22708639/131949048,131949048
Catharus mexicanus,LC,2018,https://www.iucnredlist.org/species/22708647/131949423,131949423
Catharus fuscescens,LC,2018,https://www.iucnredlist.org/species/22708655/131949838,131949838
Heteroxenicus stellatus,LC,2018,https://www.iucnredlist.org/species/22708970/131950183,131950183
Brachypteryx hyperythra,NT,2018,https://www.iucnredlist.org/species/22708973/131950378,131950378
Chamaetylas poliocephala,LC,2018,https://www.iucnredlist.org/species/22708992/131950695,131950695
Alethe castanea,LC,2018,https://www.iucnredlist.org/species/22709022/131950976,131950976
Fraseria cinerascens,LC,2018,https://www.iucnredlist.org/species/22709108/131951184,131951184
Cyornis ruficauda,LC,2018,https://www.iucnredlist.org/species/22709161/131951473,131951473
Artomyias ussheri,LC,2018,https://www.iucnredlist.org/species/22709226/131951648,131951648
Artomyias fuliginosa,LC,2018,https://www.iucnredlist.org/species/22709230/131951873,131951873
Fraseria plumbea,LC,2018,https://www.iucnredlist.org/species/22709297/131952124,131952124
Ficedula hypoleuca,LC,2018,https://www.iucnredlist.org/species/22709308/131952521,131952521
Ficedula rufigula,NT,2018,https://www.iucnredlist.org/species/22709367/131953318,131953318
Eumyias panayensis,LC,2018,https://www.iucnredlist.org/species/22709445/131953590,131953590
Cyornis poliogenys,LC,2018,https://www.iucnredlist.org/species/22709527/131953768,131953768
Erithacus rubecula,LC,2018,https://www.iucnredlist.org/species/22709675/131953953,131953953
Cossypha cyanocampter,LC,2018,https://www.iucnredlist.org/species/22709803/131955042,131955042
Cercotrichas hartlaubi,LC,2018,https://www.iucnredlist.org/species/22709918/131955412,131955412
Cercotrichas podobe,LC,2018,https://www.iucnredlist.org/species/22709967/131956430,131956430
Grandala coelicolor,LC,2018,https://www.iucnredlist.org/species/22710120/131956845,131956845
Enicurus scouleri,LC,2018,https://www.iucnredlist.org/species/22710123/131957056,131957056
Aplonis tabuensis,LC,2018,https://www.iucnredlist.org/species/22710505/131957302,131957302
Aplonis striata,LC,2018,https://www.iucnredlist.org/species/22710508/131957524,131957524
Aplonis crassa,NT,2018,https://www.iucnredlist.org/species/22710522/131957692,131957692
Aplonis cantoroides,LC,2018,https://www.iucnredlist.org/species/22710525/131957945,131957945
Aplonis feadensis,NT,2018,https://www.iucnredlist.org/species/22710531/131958202,131958202
Aplonis grandis,LC,2018,https://www.iucnredlist.org/species/22710537/131958507,131958507
Aplonis mysolensis,LC,2018,https://www.iucnredlist.org/species/22710544/131958687,131958687
Hylopsar purpureiceps,LC,2018,https://www.iucnredlist.org/species/22710654/131959153,131959153
Cinnyricinclus leucogaster,LC,2018,https://www.iucnredlist.org/species/22710791/131959396,131959396
Hartlaubius auratus,LC,2018,https://www.iucnredlist.org/species/22710825/131959856,131959856
Agropsar philippensis,LC,2018,https://www.iucnredlist.org/species/22710874/131960017,131960017
Acridotheres ginginianus,LC,2018,https://www.iucnredlist.org/species/22710929/131960282,131960282
Basilornis celebensis,LC,2018,https://www.iucnredlist.org/species/22710958/131960712,131960712
Basilornis galeatus,NT,2018,https://www.iucnredlist.org/species/22710961/131960884,131960884
Buphagus africanus,LC,2018,https://www.iucnredlist.org/species/22711005/131961159,131961159
Buphagus erythrorynchus,LC,2018,https://www.iucnredlist.org/species/22711009/131961538,131961538
Cinclocerthia ruficauda,LC,2018,https://www.iucnredlist.org/species/22711130/131961843,131961843
Allenia fusca,LC,2018,https://www.iucnredlist.org/species/22711140/131962114,131962114
Campylorhynchus griseus,LC,2018,https://www.iucnredlist.org/species/22711299/131962729,131962729
Campylorhynchus turdinus,LC,2018,https://www.iucnredlist.org/species/22711306/131962920,131962920
Campylorhynchus megalopterus,LC,2018,https://www.iucnredlist.org/species/22711309/131963142,131963142
Campylorhynchus fasciatus,LC,2018,https://www.iucnredlist.org/species/22711322/131963538,131963538
Cantorchilus guarayanus,LC,2018,https://www.iucnredlist.org/species/22711473/131964506,131964506
Cantorchilus longirostris,LC,2018,https://www.iucnredlist.org/species/22711476/131964705,131964705
Henicorhina leucosticta,LC,2018,https://www.iucnredlist.org/species/22711521/131964883,131964883
Cyphorhinus phaeocephalus,LC,2018,https://www.iucnredlist.org/species/22711554/131965134,131965134
Eurillas virens,LC,2018,https://www.iucnredlist.org/species/22712766/131965317,131965317
Eurillas gracilis,LC,2018,https://www.iucnredlist.org/species/22712777/131965656,131965656
Eurillas ansorgei,LC,2018,https://www.iucnredlist.org/species/22712782/131965929,131965929
Andropadus importunus,LC,2018,https://www.iucnredlist.org/species/22712795/131966190,131966190
Eurillas latirostris,LC,2018,https://www.iucnredlist.org/species/22712800/131966459,131966459
Calyptocichla serinus,LC,2018,https://www.iucnredlist.org/species/22712833/131966769,131966769
Baeopogon indicator,LC,2018,https://www.iucnredlist.org/species/22712837/131966990,131966990
Chlorocichla simplex,LC,2018,https://www.iucnredlist.org/species/22712851/131967285,131967285
Chlorocichla flaviventris,LC,2018,https://www.iucnredlist.org/species/22712865/131967581,131967581
Bleda canicapillus,LC,2018,https://www.iucnredlist.org/species/22713083/131967846,131967846
Criniger barbatus,LC,2018,https://www.iucnredlist.org/species/22713109/131968075,131968075
Criniger calurus,LC,2018,https://www.iucnredlist.org/species/22713120/131968293,131968293
Hypsipetes philippinus,LC,2018,https://www.iucnredlist.org/species/22713179/131968585,131968585
Hypsipetes rufigularis,NT,2018,https://www.iucnredlist.org/species/22713182/131968765,131968765
Hypsipetes amaurotis,LC,2018,https://www.iucnredlist.org/species/22713192/131969016,131969016
Hypsipetes madagascariensis,LC,2018,https://www.iucnredlist.org/species/22713213/131969249,131969249
Heleia javanica,LC,2018,https://www.iucnredlist.org/species/22714295/131969784,131969784
Heleia superciliaris,LC,2018,https://www.iucnredlist.org/species/22714307/131969951,131969951
Heleia dohertyi,LC,2018,https://www.iucnredlist.org/species/22714315/131970113,131970113
Horornis seebohmi,LC,2018,https://www.iucnredlist.org/species/22714386/131970285,131970285
Bathmocercus cerviniventris,DD,2018,https://www.iucnredlist.org/species/22714569/131970438,131970438
Hylia prasina,LC,2018,https://www.iucnredlist.org/species/22715182/131970716,131970716
Melanocichla calva,LC,2018,https://www.iucnredlist.org/species/22715617/131971038,131971038
Grammatoptila striata,LC,2018,https://www.iucnredlist.org/species/22715620/131971224,131971224
Pterorhinus ruficollis,LC,2018,https://www.iucnredlist.org/species/22715636/131971426,131971426
Pterorhinus delesserti,LC,2018,https://www.iucnredlist.org/species/22715653/131971663,131971663
Pterorhinus gularis,LC,2018,https://www.iucnredlist.org/species/22715656/131971835,131971835
Ianthocincla rufogularis,LC,2018,https://www.iucnredlist.org/species/22715669/131972031,131972031
Ianthocincla maxima,LC,2018,https://www.iucnredlist.org/species/22715679/131972259,131972259
Pterorhinus caerulatus,LC,2018,https://www.iucnredlist.org/species/22715685/131972422,131972422
Cyanoderma pyrrhops,LC,2018,https://www.iucnredlist.org/species/22716190/131972630,131972630
Cyanoderma melanothorax,LC,2018,https://www.iucnredlist.org/species/22716283/131972844,131972844
Acanthoptila nipalensis,LC,2018,https://www.iucnredlist.org/species/22716338/131973007,131973007
Argya altirostris,LC,2018,https://www.iucnredlist.org/species/22716341/131973162,131973162
Argya caudata,LC,2018,https://www.iucnredlist.org/species/22716344/131973363,131973363
Argya earlei,LC,2018,https://www.iucnredlist.org/species/22716352/131973605,131973605
Argya gularis,LC,2018,https://www.iucnredlist.org/species/22716355/131973807,131973807
Argya squamiceps,LC,2018,https://www.iucnredlist.org/species/22716364/131973977,131973977
Argya aylmeri,LC,2018,https://www.iucnredlist.org/species/22716379/131974205,131974205
Argya rubiginosa,LC,2018,https://www.iucnredlist.org/species/22716383/131974387,131974387
Actinodura egertoni,LC,2018,https://www.iucnredlist.org/species/22716557/131974607,131974607
Alcippe nipalensis,LC,2018,https://www.iucnredlist.org/species/22716647/131974803,131974803
Heterophasia gracilis,LC,2018,https://www.iucnredlist.org/species/22716702/131975003,131975003
Heterophasia pulchella,LC,2018,https://www.iucnredlist.org/species/22716714/131975183,131975183
Paradoxornis aemodium,LC,2018,https://www.iucnredlist.org/species/22716781/131975359,131975359
Alauda leucoptera,LC,2018,https://www.iucnredlist.org/species/22717298/131975551,131975551
Dicaeum everetti,NT,2018,https://www.iucnredlist.org/species/22717478/131975922,131975922
Dicaeum aureolimbatum,LC,2018,https://www.iucnredlist.org/species/22717494/131976186,131976186
Dicaeum vulneratum,LC,2018,https://www.iucnredlist.org/species/22717540/131976361,131976361
Dicaeum geelvinkianum,LC,2018,https://www.iucnredlist.org/species/22717546/131976567,131976567
Dicaeum eximium,LC,2018,https://www.iucnredlist.org/species/22717552/131976765,131976765
Dicaeum monticolum,LC,2018,https://www.iucnredlist.org/species/22717572/131976925,131976925
Dicaeum celebicum,LC,2018,https://www.iucnredlist.org/species/22717575/131977100,131977100
Anthreptes gabonicus,LC,2018,https://www.iucnredlist.org/species/22717629/131977277,131977277
Hedydipna platura,LC,2018,https://www.iucnredlist.org/species/22717672/131977543,131977543
Anthreptes seimundi,LC,2018,https://www.iucnredlist.org/species/22717683/131977855,131977855
Cyanomitra olivacea,LC,2018,https://www.iucnredlist.org/species/22717691/131978137,131978137
Cyanomitra alinae,LC,2018,https://www.iucnredlist.org/species/22717733/131978531,131978531
Cyanomitra cyanolaema,LC,2018,https://www.iucnredlist.org/species/22717746/131978715,131978715
Chalcomitra fuliginosa,LC,2018,https://www.iucnredlist.org/species/22717758/131979010,131979010
Chalcomitra senegalensis,LC,2018,https://www.iucnredlist.org/species/22717770/131979279,131979279
Cinnyris bouvieri,LC,2018,https://www.iucnredlist.org/species/22717846/131979675,131979675
Cinnyris chalybeus,LC,2018,https://www.iucnredlist.org/species/22717869/131979925,131979925
Cinnyris neergaardi,NT,2018,https://www.iucnredlist.org/species/22717903/131980130,131980130
Cinnyris minullus,LC,2018,https://www.iucnredlist.org/species/22717923/131980390,131980390
Cinnyris cupreus,LC,2018,https://www.iucnredlist.org/species/22717945/131980663,131980663
Drepanorhynchus reichenowi,LC,2018,https://www.iucnredlist.org/species/22717975/131981080,131981080
Cinnyris shelleyi,LC,2018,https://www.iucnredlist.org/species/22717990/131981276,131981276
Cinnyris erythrocercus,LC,2018,https://www.iucnredlist.org/species/22717994/131981463,131981463
Cinnyris coccinigastrus,LC,2018,https://www.iucnredlist.org/species/22718027/131981699,131981699
Cinnyris johannae,LC,2018,https://www.iucnredlist.org/species/22718031/131982012,131982012
Cinnyris superbus,LC,2018,https://www.iucnredlist.org/species/22718035/131982280,131982280
Aethopyga pulcherrima,LC,2018,https://www.iucnredlist.org/species/22718065/131982594,131982594
Aethopyga ignicauda,LC,2018,https://www.iucnredlist.org/species/22718100/131982762,131982762
Arachnothera clarae,LC,2018,https://www.iucnredlist.org/species/22718118/131982953,131982953
Carpospiza brachydactyla,LC,2018,https://www.iucnredlist.org/species/22718310/131983125,131983125
Anthus lineiventris,LC,2018,https://www.iucnredlist.org/species/22718448/131983482,131983482
Anthus novaeseelandiae,LC,2018,https://www.iucnredlist.org/species/22718480/131983972,131983972
Anthus leucophrys,LC,2018,https://www.iucnredlist.org/species/22718485/131984191,131984191
Anthus vaalensis,LC,2018,https://www.iucnredlist.org/species/22718489/131984595,131984595
Anthus pallidiventris,LC,2018,https://www.iucnredlist.org/species/22718493/131984838,131984838
Anthus brachyurus,LC,2018,https://www.iucnredlist.org/species/22718532/131985053,131985053
Anthus caffer,LC,2018,https://www.iucnredlist.org/species/22718536/131985295,131985295
Anthus trivialis,LC,2018,https://www.iucnredlist.org/species/22718546/131985523,131985523
Anthus gustavi,LC,2018,https://www.iucnredlist.org/species/22718553/131986546,131986546
Anthus petrosus,LC,2018,https://www.iucnredlist.org/species/22718567/131987689,131987689
Anthus spinoletta,LC,2018,https://www.iucnredlist.org/species/22718571/131988012,131988012
Anthus sylvanus,LC,2018,https://www.iucnredlist.org/species/22718579/131989275,131989275
Anthus hellmayri,LC,2018,https://www.iucnredlist.org/species/22718597/131989841,131989841
Bubalornis albirostris,LC,2018,https://www.iucnredlist.org/species/22718662/131990066,131990066
Dinemellia dinemelli,LC,2018,https://www.iucnredlist.org/species/22718674/131990367,131990367
Brachycope anomala,LC,2018,https://www.iucnredlist.org/species/22719116/131990588,131990588
Foudia omissa,LC,2018,https://www.iucnredlist.org/species/22719144/131990768,131990768
Euplectes afer,LC,2018,https://www.iucnredlist.org/species/22719164/131990926,131990926
Euplectes franciscanus,LC,2018,https://www.iucnredlist.org/species/22719181/131991350,131991350
Euplectes orix,LC,2018,https://www.iucnredlist.org/species/22719186/131991711,131991711
Euplectes aureus,LC,2018,https://www.iucnredlist.org/species/22719196/131991974,131991974
Euplectes axillaris,LC,2018,https://www.iucnredlist.org/species/22719204/131992159,131992159
Euplectes hartlaubi,LC,2018,https://www.iucnredlist.org/species/22719233/131992503,131992503
Anomalospiza imberbis,LC,2018,https://www.iucnredlist.org/species/22719254/131992732,131992732
Amblyospiza albifrons,LC,2018,https://www.iucnredlist.org/species/22719260/131993101,131993101
Cryptospiza salvadorii,LC,2018,https://www.iucnredlist.org/species/22719364/131993490,131993490
Hypargos margaritatus,LC,2018,https://www.iucnredlist.org/species/22719416/131993715,131993715
Euschistospiza dybowskii,LC,2018,https://www.iucnredlist.org/species/22719420/131993913,131993913
Glaucestrilda coerulescens,LC,2018,https://www.iucnredlist.org/species/22719518/131994177,131994177
Estrilda melpoda,LC,2018,https://www.iucnredlist.org/species/22719558/131994459,131994459
Estrilda troglodytes,LC,2018,https://www.iucnredlist.org/species/22719570/131994849,131994849
Estrilda astrild,LC,2018,https://www.iucnredlist.org/species/22719574/131995211,131995211
Amandava formosa,VU,2018,https://www.iucnredlist.org/species/22719618/131995719,131995719
Amandava subflava,LC,2018,https://www.iucnredlist.org/species/22719624/131996091,131996091
Erythrura hyperythra,LC,2018,https://www.iucnredlist.org/species/22719695/131996508,131996508
Erythrura tricolor,LC,2018,https://www.iucnredlist.org/species/22719707/131996708,131996708
Erythrura trichroa,LC,2018,https://www.iucnredlist.org/species/22719712/131996890,131996890
Erythrura psittacea,LC,2018,https://www.iucnredlist.org/species/22719725/131997151,131997151
Euodice cantans,LC,2018,https://www.iucnredlist.org/species/22719761/131997328,131997328
Euodice malabarica,LC,2018,https://www.iucnredlist.org/species/22719770/131997686,131997686
Crithagra rothschildi,LC,2018,https://www.iucnredlist.org/species/22720122/131998798,131998798
Crithagra mozambica,LC,2018,https://www.iucnredlist.org/species/22720181/131998999,131998999
Crithagra flaviventris,LC,2018,https://www.iucnredlist.org/species/22720201/131999475,131999475
Crithagra sulphurata,LC,2018,https://www.iucnredlist.org/species/22720205/131999668,131999668
Crithagra menachensis,LC,2018,https://www.iucnredlist.org/species/22720241/131999934,131999934
Chloris chloris,LC,2018,https://www.iucnredlist.org/species/22720330/132000123,132000123
Chloris monguilloti,LC,2018,https://www.iucnredlist.org/species/22720350/132000832,132000832
Callacanthis burtoni,LC,2018,https://www.iucnredlist.org/species/22720499/132001079,132001079
Bucanetes mongolicus,LC,2018,https://www.iucnredlist.org/species/22720520/132001272,132001272
Haemorhous mexicanus,LC,2018,https://www.iucnredlist.org/species/22720563/132001810,132001810
Carpodacus pulcherrimus,LC,2018,https://www.iucnredlist.org/species/22720567/132002032,132002032
Carpodacus rodochroa,LC,2018,https://www.iucnredlist.org/species/22720574/132002237,132002237
Carpodacus edwardsii,LC,2018,https://www.iucnredlist.org/species/22720585/132002437,132002437
Carpodacus roseus,LC,2018,https://www.iucnredlist.org/species/22720592/132002623,132002623
Carpodacus rhodochlamys,LC,2018,https://www.iucnredlist.org/species/22720604/132002882,132002882
Carpodacus rubicilloides,LC,2018,https://www.iucnredlist.org/species/22720607/132003123,132003123
Carpodacus subhimachalus,LC,2018,https://www.iucnredlist.org/species/22720628/132003315,132003315
Eophona personata,LC,2018,https://www.iucnredlist.org/species/22720687/132003504,132003504
Emberiza stewarti,LC,2018,https://www.iucnredlist.org/species/22720884/132003759,132003759
Emberiza cirlus,LC,2018,https://www.iucnredlist.org/species/22720888/132004013,132004013
Emberiza godlewskii,LC,2018,https://www.iucnredlist.org/species/22720899/132004461,132004461
